證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6315479,674047631,106.35,107.05,106.30,106.70,0.6500,7927
0051,元大中型100,25690,1026162,39.85,40.00,39.85,39.90,0.2500,30
0052,富邦科技,1126837,105810332,94.20,94.30,93.50,93.70,0.2000,250
0053,元大電子,10080,515800,50.95,51.30,50.95,51.30,0.6000,11
0054,元大台商50,24000,611660,25.45,25.69,25.45,25.69,0.3900,5
0055,元大MSCI金融,693000,12296820,17.71,17.82,17.70,17.79,0.2100,214
0056,元大高股息,19648371,553989095,28.17,28.26,28.12,28.19,0.0700,10108
0057,富邦摩台,24050,1691560,70.45,70.60,70.30,70.30,0.4000,7
0061,元大寶滬深,692741,15480959,22.37,22.48,22.18,22.26,0.1000,262
006203,元大MSCI台灣,4003,199007,49.57,49.98,49.57,49.60,0.1700,6
006204,永豐臺灣加權,3000,193750,64.65,64.65,64.55,64.55,0.6500,2
006205,富邦上証,2568361,91701066,35.88,36.11,35.57,35.71,0.0800,323
006206,元大上證50,306839,11252049,36.70,36.90,36.34,36.43,-0.0700,129
006207,FH滬深,370071,10815452,29.36,29.50,29.06,29.15,0.0900,186
006208,富邦台50,1909068,116487329,60.90,61.25,60.85,61.00,0.2500,691
00625K,富邦上証+R,50000,416000,8.32,8.32,8.32,8.32,-0.0700,2
00631L,元大台灣50正2,5675544,389146475,68.40,69.00,68.05,68.55,0.4500,2221
00632R,元大台灣50反1,164504521,1329408644,8.09,8.11,8.05,8.09,-0.0300,13301
00633L,富邦上証正2,9061103,561386458,62.90,63.10,60.90,61.25,-0.4500,2077
00634R,富邦上証反1,1441000,6300320,4.37,4.40,4.32,4.37,0.0000,151
00635U,元大S&P黃金,2162417,57369015,26.56,26.60,26.48,26.53,0.4400,662
00636,國泰中國A50,888047,22620133,25.55,25.75,25.28,25.35,-0.0500,312
00636K,國泰中國A50+U,300,2646,8.84,8.84,8.81,8.81,-0.0700,2
00637L,元大滬深300正2,79162604,1918094398,24.59,24.66,23.81,23.96,-0.1100,7810
00638R,元大滬深300反1,1207000,10521280,8.67,8.79,8.66,8.78,-0.0100,239
00639,富邦深100,2407146,37579982,15.71,15.90,15.50,15.60,-0.0300,426
00640L,富邦日本正2,1435000,29854890,20.69,20.94,20.58,20.85,0.3000,228
00641R,富邦日本反1,481000,6212980,13.00,13.00,12.89,12.93,-0.0700,92
00642U,元大S&P石油,7254182,51979887,7.21,7.21,7.11,7.12,-0.1100,1426
00643,群益深証中小,1048124,19035211,18.20,18.38,17.98,18.00,-0.0800,248
00643K,群益深証中小+R,,,,,,,0.0000,
00645,富邦日本,348419,7528187,21.52,21.67,21.51,21.64,0.1900,40
00646,元大S&P500,1586288,48379641,30.51,30.59,30.37,30.45,0.1300,616
00647L,元大S&P500正2,804100,35207399,43.80,44.03,43.50,43.65,0.4800,272
00648R,元大S&P500反1,3690000,33484790,9.06,9.10,9.03,9.09,-0.0600,278
00650L,FH香港正2,1229000,30368950,24.80,24.97,24.50,24.58,0.2300,344
00651R,FH香港反1,404000,3223770,7.97,8.00,7.95,8.00,-0.0400,56
00652,富邦印度,367263,7829435,21.20,21.36,21.20,21.35,0.1700,179
00653L,富邦印度正2,5782000,145975050,25.30,25.39,25.12,25.27,0.3300,862
00654R,富邦印度反1,333000,3966300,11.98,11.98,11.87,11.92,-0.0900,73
00655L,國泰中國A50正2,6364124,293777771,46.83,46.93,45.35,45.62,-0.1800,1366
00656R,國泰中國A50反1,305000,2436980,7.92,8.05,7.90,8.01,0.0100,52
00657,國泰日經225,114103,3440024,29.97,30.21,29.97,30.10,0.3000,14
00657K,國泰日經225+U,100,1053,10.53,10.53,10.53,10.53,0.1400,1
00660,元大歐洲50,44550,992541,22.21,22.37,22.21,22.28,0.2500,25
00661,元大日經225,5000,151730,30.45,30.45,30.32,30.32,0.3900,2
00662,富邦NASDAQ,849307,37315654,44.05,44.11,43.72,43.76,-0.0900,346
00663L,國泰臺灣加權正2,34100,2087150,61.05,61.60,61.05,61.10,0.6500,13
00664R,國泰臺灣加權反1,4412000,40452630,9.19,9.21,9.14,9.19,-0.0400,656
00665L,富邦恒生國企正2,328000,7813420,24.02,24.08,23.60,23.66,0.2400,105
00666R,富邦恒生國企反1,89000,1070470,12.00,12.07,12.00,12.03,-0.1100,8
00668,國泰美國道瓊,920408,26723863,28.98,29.10,28.97,29.00,0.1900,212
00668K,國泰美國道瓊+U,100,1016,10.16,10.16,10.16,10.16,0.0600,1
00669R,國泰美國道瓊反1,10807000,109411900,10.13,10.15,10.10,10.14,-0.1000,1055
00670L,富邦NASDAQ正2,3123805,223913936,72.00,72.30,70.70,71.05,0.0000,897
00671R,富邦NASDAQ反1,11755000,82652080,7.00,7.06,6.99,7.05,0.0100,873
00672L,元大S&P原油正2,74333001,50327960,0.69,0.69,0.66,0.67,-0.0200,1043
00673R,元大S&P原油反1,687018,21758192,31.45,31.83,31.41,31.82,0.4200,149
00674R,元大S&P黃金反1,462000,5775470,12.51,12.54,12.48,12.50,-0.2300,132
00675L,富邦臺灣加權正2,639107,16851909,26.37,26.58,26.26,26.43,0.2300,164
00676R,富邦臺灣加權反1,7327000,36524010,4.99,5.01,4.96,5.00,-0.0100,611
00677U,富邦VIX,231767484,1015279673,4.34,4.44,4.33,4.44,0.0900,13167
00678,群益NBI生技,1041655,26859355,26.15,26.15,25.74,25.78,-0.4000,124
00680L,元大美債20正2,67000,2047740,30.67,30.70,30.47,30.70,-0.1400,25
00681R,元大美債20反1,41000,513890,12.49,12.54,12.49,12.53,0.0500,3
00682U,元大美元指數,196000,3600060,18.45,18.45,18.31,18.41,-0.1500,72
00683L,元大美元指數正2,829000,14514920,17.48,17.58,17.46,17.52,-0.2200,260
00684R,元大美元指數反1,1000,18800,18.80,18.80,18.80,18.80,0.1300,1
00685L,群益臺灣加權正2,2494000,58099090,23.20,23.36,23.12,23.14,0.1300,145
00686R,群益臺灣加權反1,205000,1112310,5.44,5.45,5.41,5.44,-0.0300,29
00688L,國泰20年美債正2,110000,3386970,30.64,30.84,30.64,30.84,-0.0600,7
00689R,國泰20年美債反1,101000,1298820,12.82,12.86,12.82,12.86,0.0400,3
00690,兆豐藍籌30,226860,5885354,26.00,26.02,25.90,26.00,0.1200,44
00691R,兆豐藍籌30反1,2000,22440,11.22,11.22,11.22,11.22,0.0000,1
00692,富邦公司治理,2901039,79065798,27.14,27.33,27.14,27.26,0.1200,1078
00693U,街口S&P黃豆,9536762,162678114,17.04,17.11,17.01,17.02,0.1200,1426
00700,富邦恒生國企,162668,3119957,19.25,19.29,19.14,19.17,0.0700,27
00701,國泰股利精選30,782266,16189575,20.62,20.76,20.62,20.70,0.0800,551
00702,國泰標普低波高息,18000,286690,15.88,16.03,15.88,15.91,0.0800,12
00703,台新MSCI中國,161083,4086834,25.50,25.51,25.30,25.36,0.0100,36
00706L,元大S&P日圓正2,61000,1112610,18.17,18.30,18.17,18.30,0.3000,12
00707R,元大S&P日圓反1,,,,,,,0.0000,
00708L,元大S&P黃金正2,9086010,293935063,32.39,32.51,32.20,32.35,1.0500,1653
00709,富邦歐洲,200100,3806610,18.88,19.05,18.88,19.04,0.2400,37
00710B,FH彭博高收益債,1275626,23546933,18.44,18.49,18.44,18.49,0.0500,59
00711B,FH彭博新興債,191000,4235850,22.19,22.20,22.14,22.18,0.0900,26
00712,FH富時不動產,1071337,11552701,10.77,10.80,10.76,10.76,0.0600,406
00713,元大台灣高息低波,121559,4206876,34.55,34.69,34.50,34.69,0.2300,99
00714,群益道瓊美國地產,225208,4045654,18.03,18.03,17.96,17.98,-0.1500,16
00715L,街口布蘭特油正2,18866450,55026702,2.98,2.98,2.85,2.87,-0.0400,1097
00717,富邦美國特別股,800576,13278956,16.50,16.62,16.50,16.57,0.0700,165
00728,第一金工業30,236172,5383125,22.82,22.85,22.75,22.79,0.1100,23
00730,富邦臺灣優質高息,750122,12564108,16.71,16.80,16.70,16.74,0.0600,208
00731,FH富時高息低波,1037660,48768770,46.84,47.07,46.76,47.00,0.1600,27
00732,國泰RMB短期報酬,101000,3929000,39.00,39.00,38.90,38.90,-0.1000,3
00733,富邦臺灣中小,271528,6533748,24.11,24.13,24.00,24.05,-0.0500,41
00735,國泰臺韓科技,103000,2646180,25.74,25.74,25.69,25.69,0.2200,5
00736,國泰新興市場,165000,3435770,20.87,20.94,20.76,20.78,0.1700,26
00737,國泰AI+Robo,942292,24771506,26.23,26.34,26.20,26.31,0.3300,224
00738U,元大道瓊白銀,6377380,169836156,26.55,26.90,26.40,26.76,1.2700,1721
00739,元大MSCI A股,519397,13522849,26.24,26.32,25.88,25.95,0.0000,109
00742,新光內需收益,110000,2305270,21.00,21.00,20.89,21.00,0.1000,11
00743,國泰中國A150,48473,1312117,26.82,27.24,26.82,26.94,0.1200,21
00752,中信中國50,1631140,50495969,31.00,31.04,30.88,30.96,0.1300,845
00753L,中信中國50正2,734014,28888682,39.80,40.08,38.82,39.06,-0.2500,260
00757,統一FANG+,1633057,66139174,40.69,40.73,40.23,40.31,-0.1800,444
00762,元大全球AI,626417,20559571,33.02,33.02,32.61,32.63,-0.1100,173
00763U,街口道瓊銅,22000,449990,20.45,20.48,20.42,20.44,-0.0200,11
00766L,台新MSCI中國正2,102033,1234722,12.01,12.23,11.95,11.97,-0.0600,60
00770,國泰北美科技,740000,23067340,31.12,31.28,31.05,31.07,0.1900,89
00771,元大US高息特別股,71225,1352938,18.98,19.06,18.97,19.05,0.0400,22
00774B,新光中國政金綠債,403000,15475810,38.40,38.89,38.40,38.46,0.0600,4
00774C,新光中政金綠債+R,,,,,,,0.0000,
00775B,新光投等債15+,403000,18256390,45.30,45.71,45.30,45.34,0.0400,4
00783,富邦中証500,981030,20896752,21.68,21.70,21.26,21.30,-0.1200,56
008201,BP上證50,1700,205610,120.90,121.50,120.90,121.50,0.6000,5
00830,國泰費城半導體,1758853,39468970,22.44,22.54,22.37,22.40,0.3500,489
00850,元大臺灣ESG永續,2769062,73134094,26.38,26.47,26.29,26.37,0.1100,1421
00851,台新全球AI,286000,7990890,27.98,28.01,27.71,27.79,0.1200,47
00852L,國泰美國道瓊正2,18445134,260709147,14.17,14.20,14.07,14.10,0.2400,1511
00861,元大全球未來通訊,3381686,81265332,24.07,24.10,23.92,23.96,0.1200,977
00865B,國泰US短期公債,102000,3845330,37.66,37.70,37.66,37.70,0.0500,4
00866,新光Shiller CAPE,134000,2804390,20.85,20.95,20.85,20.86,0.0000,13
00875,國泰網路資安,3185807,82448687,25.84,25.94,25.78,25.82,0.0800,506
00876,元大未來關鍵科技,10900170,248637531,22.56,22.87,22.56,22.80,0.3800,2319
00878,國泰永續高股息,9880762,144677022,14.63,14.66,14.62,14.65,0.0400,2805
01001T,土銀富邦R1,2616,48915,18.39,18.39,18.39,18.39,0.0200,11
01002T,土銀國泰R1,97580,1795338,18.49,18.49,18.38,18.41,0.0000,69
01003T,兆豐新光R1,7950,156783,19.70,19.70,19.69,19.70,-0.0100,8
01004T,土銀富邦R2,21872,361910,16.55,16.56,16.50,16.50,-0.0400,28
01007T,兆豐國泰R2,205870,3927114,19.07,19.08,19.07,19.07,0.0000,69
01009T,王道圓滿R1,4000,38840,9.71,9.71,9.71,9.71,0.0100,3
01010T,京城樂富R1,85000,894320,10.53,10.53,10.52,10.52,0.0000,22
020000,富邦特選蘋果N,22000,125450,5.69,5.71,5.69,5.71,0.0400,7
020002,元富新中國N,2000,39540,19.77,19.77,19.77,19.77,0.0000,1
020004,兆豐電菁英30N,3000,77580,25.86,25.86,25.86,25.86,0.2900,1
020006,永昌中小300N,,,,,,,0.0000,
020007,凱基臺灣500N,,,,,,,0.0000,
020008,元大特股高息N,41000,451440,11.00,11.03,11.00,11.03,0.0400,14
020011,統一微波高息20N,10000,48750,4.87,4.88,4.87,4.88,0.0100,2
020012,富邦行動通訊N,44000,250260,5.68,5.69,5.68,5.69,0.0500,13
020015,統一MSCI美低波N,,,,,,,0.0000,
020016,統一MSCI美科技N,4000,63140,15.80,15.80,15.77,15.77,0.1600,4
020018,統一價值成長30N,143000,1557860,10.86,10.90,10.86,10.87,0.0100,28
020019,統一特選台灣5GN,2159000,22051530,10.11,10.25,10.11,10.16,0.0600,217
02001L,富邦蘋果正二N,6000,43130,7.18,7.19,7.18,7.19,0.0000,2
02001R,富邦蘋果反一N,75000,301050,4.01,4.02,4.01,4.01,-0.0300,9
020020,元大台股領航N,2249000,11622600,5.15,5.19,5.15,5.17,0.0400,481
1101,台泥,10399941,425133874,41.05,41.10,40.75,40.85,-0.2000,4218
1101B,台泥乙特,68,3644,,,,,0.0000,2
1102,亞泥,2572501,107672486,42.00,42.00,41.70,41.85,-0.1500,1269
1103,嘉泥,133458,2123429,15.85,15.95,15.85,15.85,0.0500,111
1104,環泥,251416,5029380,20.00,20.20,19.85,19.95,0.0500,148
1108,幸福,377000,4251800,11.20,11.35,11.20,11.30,0.1000,141
1109,信大,108181,2054881,19.10,19.10,18.95,18.95,-0.1000,54
1110,東泥,28719,492400,17.15,17.20,17.05,17.15,0.0000,18
1201,味全,378812,7639015,20.20,20.30,20.10,20.10,0.0000,184
1203,味王,50773,1791285,35.55,35.60,35.10,35.30,-0.1000,37
1210,大成,956718,43125545,45.20,45.35,44.95,45.00,-0.1500,609
1213,大飲,2701,22954,8.67,8.67,8.67,8.67,-0.1300,5
1215,卜蜂,1157910,81735243,70.30,70.80,70.10,70.70,0.6000,672
1216,統一,5277944,329884616,62.60,62.80,62.20,62.80,0.2000,2092
1217,愛之味,850597,6398343,7.55,7.55,7.48,7.48,-0.0200,397
1218,泰山,289534,6371467,22.10,22.10,21.95,22.00,-0.0500,195
1219,福壽,47233,892121,18.90,18.95,18.85,18.90,0.0000,23
1220,台榮,124501,1488911,12.00,12.00,11.90,12.00,0.0500,67
1225,福懋油,23005,723806,31.45,31.55,31.40,31.45,-0.1500,23
1227,佳格,412967,25748136,62.40,62.50,62.20,62.20,-0.2000,450
1229,聯華,635100,25490277,40.20,40.25,40.05,40.10,0.1000,556
1231,聯華食,241941,10365005,42.70,42.95,42.70,42.95,0.3000,240
1232,大統益,82006,10087062,123.00,123.50,122.50,123.50,1.0000,142
1233,天仁,8001,291089,36.40,36.45,36.30,36.30,0.2500,9
1234,黑松,56068,1836729,32.75,32.85,32.70,32.75,-0.0500,44
1235,興泰,20333,511935,24.95,25.30,24.95,25.20,0.1500,20
1236,宏亞,62345,844015,13.40,13.60,13.40,13.55,0.1500,39
1256,鮮活果汁-KY,27478,7850525,287.50,288.00,283.50,284.00,-3.0000,76
1301,台塑,5239837,426899826,81.50,81.70,81.20,81.50,0.0000,2970
1303,南亞,4368921,268446588,61.20,61.70,61.10,61.70,0.2000,1628
1304,台聚,24676400,463592773,18.45,19.25,18.35,19.00,0.7000,7579
1305,華夏,6084424,134529210,22.30,22.40,21.80,22.25,0.0500,2216
1307,三芳,82167,1701156,20.75,20.80,20.65,20.70,-0.0500,47
1308,亞聚,4125073,78031147,19.20,19.25,18.70,18.85,-0.2500,1707
1309,台達化,22428734,703925124,31.60,32.15,30.65,31.35,-0.4000,10350
1310,台苯,2371884,39815212,16.95,17.00,16.70,16.80,-0.1000,869
1312,國喬,22033973,505501205,22.90,23.15,22.60,23.00,0.0000,5040
1312A,國喬特,8000,240300,30.00,30.30,30.00,30.30,-0.0500,6
1313,聯成,7526785,104138651,14.00,14.05,13.65,13.70,-0.1000,1459
1314,中石化,9188210,80395374,8.78,8.79,8.73,8.74,0.0000,1980
1315,達新,90800,6044606,66.50,66.80,66.40,66.60,0.1000,78
1316,上曜,101386,1137891,11.25,11.25,11.20,11.20,-0.0500,48
1319,東陽,610056,23794067,38.90,39.10,38.85,38.85,-0.0500,519
1321,大洋,111000,3852700,34.65,34.85,34.50,34.75,0.1000,75
1323,永裕,53000,1720950,32.40,32.60,32.40,32.55,0.1500,39
1324,地球,21182,209190,9.90,9.90,9.83,9.84,-0.0600,18
1325,恆大,2644884,354608673,136.00,136.50,132.50,133.00,-0.5000,1722
1326,台化,3256329,231676515,71.30,71.30,71.00,71.20,-0.1000,1339
1337,再生-KY,1588231,11327549,7.09,7.24,7.04,7.11,0.1100,685
1338,廣華-KY,307119,17006576,55.20,55.80,54.80,55.20,0.2000,234
1339,昭輝,96103,4032076,42.45,42.45,41.85,41.85,0.0000,67
1340,勝悅-KY,354129,4423150,12.55,12.70,12.30,12.30,-0.3000,213
1341,富林-KY,17402,1029256,59.10,60.50,58.70,58.70,0.2000,16
1402,遠東新,3737870,97861785,26.20,26.30,26.05,26.20,0.0000,1226
1409,新纖,2460673,28264753,11.55,11.60,11.45,11.45,-0.1000,624
1410,南染,4172,140549,33.75,34.25,33.70,33.70,0.0000,9
1413,宏洲,44417,395372,8.89,8.92,8.88,8.88,-0.0100,24
1414,東和,25056623,385038224,14.55,15.70,14.30,15.70,1.4000,7433
1416,廣豐,344410,3999652,11.45,11.80,11.45,11.60,0.2000,210
1417,嘉裕,3697542,41450867,11.00,11.40,10.90,11.20,0.3500,1128
1418,東華,,,,,,,0.0000,
1419,新紡,8298,364322,43.90,43.95,43.90,43.95,0.4500,8
1423,利華,241506,3685248,15.10,15.35,15.10,15.30,0.2500,114
1432,大魯閣,887193,19382526,21.80,22.40,21.30,21.90,0.1000,583
1434,福懋,2667239,83432211,31.35,31.40,31.20,31.35,0.0000,1673
1435,中福,1311437,30039074,23.20,23.75,22.40,22.50,-0.1000,777
1436,華友聯,10026,377232,37.70,37.70,37.65,37.65,-0.0500,13
1437,勤益控,314819,7427013,23.65,23.70,23.50,23.60,-0.2500,103
1438,三地開發,1421670,16965954,12.60,13.20,12.50,12.85,0.4500,92
1439,中和,99054,2599470,26.70,26.70,26.05,26.20,-0.1000,68
1440,南紡,12967225,172257942,13.30,13.50,13.05,13.40,0.1500,3031
1441,大東,215230,1696287,7.86,7.93,7.85,7.87,-0.0100,87
1442,名軒,523450,9784785,18.80,18.85,18.55,18.65,-0.1500,185
1443,立益,81722,820662,10.05,10.15,9.84,9.95,-0.0300,40
1444,力麗,13986455,182347591,13.25,13.25,12.90,12.95,-0.2000,3935
1445,大宇,119407,1237141,10.40,10.40,10.35,10.35,0.0000,37
1446,宏和,118000,4083300,34.75,34.85,34.50,34.50,0.0000,73
1447,力鵬,2746202,21191023,7.78,7.80,7.66,7.71,-0.0500,867
1449,佳和,1695960,24000683,13.00,14.30,13.00,14.30,1.3000,603
1451,年興,34954,564107,16.15,16.20,16.10,16.15,0.0000,63
1452,宏益,32617,503539,15.40,15.45,15.40,15.45,-0.0500,26
1453,大將,132165,1137032,8.47,8.71,8.47,8.71,0.2700,58
